"","Probe_ID","DESIGN","COLOR_CHANNEL","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Feature","Chrom","Pos"
"cg08553950","cg08553950","II","Both",-0.845012062906202,-1.02093867508735,-7.34655964087865,1.81409806655758e-05,0.0180764747133952,2.81717073474441,"SRC","5'UTR","20",36012016
"cg08564971","cg08564971","II","Both",0.732164969829518,-2.62200054643568,6.55645471988677,4.94583159489062e-05,0.0356758486413195,2.04633363028127,"STX8","Body","17",9373642
"cg08584498","cg08584498","II","Both",-0.971891152533344,-1.24924611921754,-7.69805623931139,1.18919265099259e-05,0.0139027166265606,3.12991106887502,"PPAP2B","3'UTR","1",56961513
"cg08587251","cg08587251","II","Both",1.52672310023195,1.55023807461974,7.00377242955454,2.77685178176529e-05,0.0238436965888729,2.49465438092532,"RAB35","Body","12",120549734
"cg08595574","cg08595574","II","Both",-1.16756533848428,-0.170945482466712,-6.41888047173799,5.9369830566534e-05,0.0407012010762774,1.90194600209278,"MYO9B","5'UTR","19",17206281
"cg08629267","cg08629267","I","Red",1.44122611788869,3.10748565794912,7.26013878743249,2.01698183589827e-05,0.0192262118845198,2.7375267344717,"ESPNL","Body","2",239014798
"cg08705258","cg08705258","II","Both",-1.5450723734173,-2.01917420040333,-9.03140903454444,2.69966665141585e-06,0.0055213788534549,4.16709931567277,"DPYSL2","Body","8",26493475
"cg08727352","cg08727352","I","Red",1.46776339439958,1.9796853737161,6.98283957230201,2.85129739596424e-05,0.024288235517817,2.47437925676535,"RGL2","Body","6",33264844
"cg08737236","cg08737236","II","Both",1.43117055959227,1.4472869205406,8.01094503189488,8.26066758621095e-06,0.0111209442417458,3.39374730708703,"MLST8","TSS1500","16",2254692
"cg08752433","cg08752433","II","Both",-0.960260840245117,-0.33965548892975,-7.06937642519473,2.55678161461931e-05,0.0224489093278187,2.5577588724363,"PPTC7","Body","12",111016566
"cg08777941","cg08777941","II","Both",1.59528138758382,1.09716969518728,12.2230390064946,1.42909946214878e-07,0.00119006276197305,5.91421990903481,"GPBP1","Body","5",56515425
"cg08822891","cg08822891","II","Both",-1.72049842639206,-1.20489642678228,-12.158150667132,1.50663004025831e-07,0.00121327521984621,5.88661614322127,"SNX29","Body","16",12625807
"cg08827075","cg08827075","II","Both",-0.873518423756692,-2.92352325104322,-6.73442787223427,3.91912701491973e-05,0.0303658638555094,2.22853103112189,"MIR3945","TSS1500","4",185772619
"cg08829107","cg08829107","II","Both",-1.59354713841081,-1.70169767648535,-10.1612758600619,8.74385684819668e-07,0.00291819527750047,4.88768461210681,"LOC105376360","Body","10",3520065
"cg08876103","cg08876103","II","Both",0.961452940910814,-2.03358897882749,7.03584765011293,2.66680968800472e-05,0.023107191381781,2.52559034029528,"MACF1","Body","1",39572323
"cg08888763","cg08888763","II","Both",1.11935472315882,-2.84699783701464,6.55314379581281,4.96747751696059e-05,0.0358018512896488,2.04289532307301,"RARRES1","Body","3",158429954
"cg08927067","cg08927067","II","Both",1.20771879752821,-0.324926286063464,8.50816915984479,4.72902502274071e-06,0.00788424155843866,3.78649308376289,"NFIC","Body","19",3385005
"cg08934126","cg08934126","I","Red",0.740735865528611,-1.40763291056273,7.20641223702953,2.15535034339889e-05,0.0200553979195466,2.6874523934877,"CTNNBIP1","5'UTR","1",9942543
"cg08945395","cg08945395","II","Both",0.900366394903095,-2.99644441625498,7.36349338365151,1.7769847185091e-05,0.0178519676277682,2.83264720831036,"PIK3R1","Body","5",67584214
"cg08977014","cg08977014","II","Both",1.5796228414736,1.38464774407443,8.04752961154361,7.92158858733751e-06,0.0108692649039979,3.42373354948712,"TMUB2","5'UTR","17",42266019
"cg08999098","cg08999098","II","Both",1.40562000923066,1.1186226911488,8.00234337972923,8.34264772911574e-06,0.011122571694247,3.38667122695241,"PHRF1","Body","11",586586
"cg09043403","cg09043403","II","Both",-1.10895398041086,1.49684670511579,-6.73176707222919,3.93266728041362e-05,0.0303997467732291,2.2258447265382,"AGPAT4","Body","6",161648811
"cg09051789","cg09051789","II","Both",-0.809115338906724,-2.33408828928059,-6.78578054528422,3.66738824212988e-05,0.0291576561554457,2.28015417585911,"LMTK2","Body","7",97755633
"cg09075968","cg09075968","II","Both",-1.31964546842674,-2.48612490374907,-7.17077179446475,2.25276333086509e-05,0.0205808903441172,2.65399545550873,"PCID2","Body","13",113841799
"cg09146813","cg09146813","II","Both",1.22388140069996,-0.270170238602657,7.52340651667631,1.46426395917072e-05,0.0158233201223162,2.97673495182957,"ZNF354B","TSS1500","5",178286626
"cg09161656","cg09161656","II","Both",1.00144914849371,-2.70486307330359,7.29446863933295,1.93360142581845e-05,0.018758338653529,2.76929718466837,"MTSS1","Body","8",125606953
"cg09163259","cg09163259","II","Both",-1.20390301209719,1.24241779416502,-9.71601493935339,1.3461550623983e-06,0.00381979076649577,4.61911143162766,"TXNRD3","Body","3",126340069
"cg09198931","cg09198931","II","Both",-2.00737982384847,-0.263303250693009,-12.1288803473492,1.54309139329563e-07,0.00121327521984621,5.87407571778226,"CFDP1","Body","16",75412061
"cg09203880","cg09203880","I","Grn",2.13999424752213,2.57937145754177,10.2513712370742,8.02811618910993e-07,0.00277131121504008,4.93976191300887,"NAGPA","Body","16",5079026
"cg09212743","cg09212743","II","Both",2.18746601744861,0.35115308552768,10.6673525873597,5.45532502180037e-07,0.00223679288747926,5.17085743582245,"KCNK6","Body","19",38812379
"cg09230938","cg09230938","II","Both",1.9196283212778,-1.22392752408021,7.27674876076586,1.976165603106e-05,0.0190547378098607,2.75292028472682,"ABCC5","Body","3",183722448
"cg09251078","cg09251078","II","Both",-0.748908035465143,1.97349959501396,-6.32772413650453,6.709954870376e-05,0.0442992461211845,1.80454431745522,"MYO1E","Body","15",59461599
"cg09268449","cg09268449","II","Both",-1.11685881522287,-2.54792113856816,-10.4915969077869,6.41258126363151e-07,0.00242079745075723,5.07505668945488,"LHPP","Body","10",126212700
"cg09320888","cg09320888","II","Both",-1.88264247796818,1.80407603298535,-17.713157969828,3.35894401436081e-09,0.000261674563777671,7.52212055058988,"RGS6","Body","14",72992037
"cg09350813","cg09350813","II","Both",-0.886809007086356,-0.402649533492418,-7.39055454673587,1.71936415886306e-05,0.0174779995376563,2.85729211533328,"LINC01358","Body","1",59493064
"cg09355523","cg09355523","II","Both",-2.08802675737451,-0.129063405357866,-11.530897071283,2.54387771544948e-07,0.00151385809530049,5.60529706358596,"UBL3","Body","13",30376915
"cg09362385","cg09362385","II","Both",0.974036361874337,-0.0898536012918831,6.73680382870918,3.90707861832762e-05,0.0303273529469829,2.23092880312506,"WDFY4","Body","10",49956583
"cg09399329","cg09399329","II","Both",-1.29891847912448,-2.1533202322807,-7.56706571287457,1.38959824305474e-05,0.0153652270658041,3.01543201934639,"LHFPL2","5'UTR","5",77833455
"cg09445675","cg09445675","II","Both",1.07761922625939,2.17548987480003,9.15235149599112,2.38021862482956e-06,0.00507390375323059,4.25060189106656,"DNMT1","Body","19",10255153
"cg09474092","cg09474092","II","Both",1.76552268949625,0.239585474393933,8.41112609922686,5.26249506397374e-06,0.00839459873761078,3.7123009603663,"MR1","TSS1500","1",181001877
"cg09495728","cg09495728","II","Both",0.990740753249938,1.65025255904854,7.46893517313865,1.56354659340309e-05,0.0164588455433719,2.92807082073121,"PLD1","5'UTR","3",171483594
"cg09519959","cg09519959","II","Both",2.82708482495544,-0.222858079379379,15.254517843524,1.54326268643552e-08,0.000525604791249118,6.95021694236954,"KIAA0100","Body","17",26970916
"cg09524613","cg09524613","II","Both",-1.18182507750385,1.14096960342639,-8.83487929571902,3.32224480010785e-06,0.00636906287135128,4.0278948320777,"UST","Body","6",149097976
"cg09555097","cg09555097","II","Both",0.659588561454638,-0.395205692719234,6.61822652499958,4.56002441476374e-05,0.0334848024167649,2.11015365076644,"CTSC","Body","11",88049447
"cg09588007","cg09588007","II","Both",1.65475634498752,1.85252857433445,12.0109937766244,1.69996949727053e-07,0.00128190046738975,5.82300356781467,"SSH1","TSS200","12",109221452
"cg09716038","cg09716038","II","Both",-0.943602426846472,2.20567722588014,-9.43050306481571,1.79053316283158e-06,0.00446041590006749,4.43660502223975,"MINA","Body","3",97671487
"cg09716848","cg09716848","II","Both",1.14699731045606,1.26635016895371,9.48774630521458,1.69006215798057e-06,0.00430103270773065,4.47386658411285,"RAB25","Body","1",156031495
"cg09753899","cg09753899","II","Both",1.49403396610943,-0.281589893574088,11.5777909160921,2.44411374394727e-07,0.00148543526238699,5.6272718115312,"KIF13B","Body","8",28967905
"cg09787101","cg09787101","II","Both",1.10692808214211,-0.259691054165963,9.47502781997951,1.71184481298358e-06,0.0043272912027368,4.46561714791443,"LPP","Body","3",188573583
"cg09854726","cg09854726","II","Both",1.27620772161607,-1.25930571556071,6.23688224852361,7.5886606506272e-05,0.0479929301495924,1.70609028182028,"FKBP2","TSS1500","11",64007569
"cg09869874","cg09869874","II","Both",1.80670413567222,-0.0981062404224275,9.32697718142988,1.98908166724291e-06,0.00463186853828933,4.36834327296937,"TMIGD3","Body","1",112033935
"cg09903166","cg09903166","II","Both",0.977037646350996,2.26785266847372,7.68762596060092,1.2039469455785e-05,0.0140369075297677,3.12088403432979,"MIR632","TSS1500","17",30675824
"cg09909990","cg09909990","II","Both",1.64194136110216,1.30791980626363,15.0564472820759,1.76203782663976e-08,0.000525604791249118,6.89534429131084,"DGKG","Body","3",185905569
"cg09941713","cg09941713","II","Both",0.619887583237068,-2.23220268611748,6.62313128400376,4.5308077120396e-05,0.0333560087832529,2.11519440332252,"CHD7","Body","8",61705332
"cg10042846","cg10042846","II","Both",1.98212907449342,-1.98017703409387,10.4492540129955,6.6695428149955e-07,0.00245527409305965,5.05157892289496,"CCL13","TSS200","17",32683418
"cg10046778","cg10046778","II","Both",0.784999740927501,1.97709511001947,7.05758575401118,2.59490619244884e-05,0.0226675239793017,2.54646622698704,"ZBTB7A","5'UTR","19",4057477
"cg10063403","cg10063403","II","Both",1.25426323730707,-0.89991570945463,6.20426230510024,7.93365318640653e-05,0.0496855161817418,1.67039624352649,"RNASET2","Body","6",167364065
"cg10080966","cg10080966","II","Both",2.28794069339236,-0.522309544834758,14.4655649341561,2.64238083431166e-08,0.000594878861821496,6.72234935894191,"DUSP5","Body","10",112260867
"cg10103528","cg10103528","II","Both",1.74759839797322,-0.302580200780545,9.73595608191514,1.31993765503532e-06,0.00380379676425789,4.63155037955243,"C1QB","5'UTR","1",22979739
"cg10205038","cg10205038","II","Both",-1.34472848027725,-1.84450795027469,-8.53495305903521,4.59230927819691e-06,0.00776565861893919,3.80676605816222,"RIN3","Body","14",93052501
"cg10216814","cg10216814","II","Both",1.10391507935301,1.31084371819094,8.87780987527454,3.17403549351116e-06,0.00618086172316442,4.05868035306894,"ST6GALNAC6","5'UTR","9",130660836
"cg10237171","cg10237171","II","Both",-1.03246056077908,-2.23923400098898,-8.27568341698507,6.11881367428079e-06,0.00924773973133251,3.60678570923353,"PPARG","TSS1500","3",12392795
"cg10239163","cg10239163","II","Both",-1.20155845949791,-1.93317301491561,-9.82810428444557,1.20577697438541e-06,0.00369659151004233,4.68852074968849,"DNMT3A","Body","2",25527366
"cg10255322","cg10255322","II","Both",-1.05065297853258,-0.265113913601808,-12.5163044907673,1.128974477035e-07,0.0010993927798856,6.03567155453915,"TUBE1","Body","6",112406721
"cg10300282","cg10300282","II","Both",1.71927974146974,-0.415842590437135,12.8684896904035,8.56059537296712e-08,0.000978124496013491,6.17466365218904,"NSMCE2","Body","8",126325143
"cg10316154","cg10316154","II","Both",-1.31303511632396,-2.89814449200935,-8.77515932780007,3.54101917318441e-06,0.0066499800277247,3.98471377206388,"CHST11","Body","12",105066510
"cg10330169","cg10330169","II","Both",2.11297592889905,0.984621529916651,14.73000435706,2.2000906229394e-08,0.000571318199576648,6.80154385349458,"DIS3L2","5'UTR","2",232830822
"cg10364862","cg10364862","II","Both",1.92817043772703,-1.14814738118275,8.10753896349096,7.39753850199677e-06,0.0104608274570596,3.47253698064373,"CLEC16A","Body","16",11220376
"cg10387581","cg10387581","II","Both",1.20187809085344,1.68255164320634,6.38725193329632,6.19376579512742e-05,0.0418918551539707,1.86830778001263,"CTSE","Body","1",206330041
"cg10397799","cg10397799","II","Both",0.788072682083575,0.689429502107374,6.4378786302489,5.78825397853742e-05,0.0398729738012526,1.92207128787939,"APPL2","Body","12",105628162
"cg10417124","cg10417124","II","Both",-1.25702760315488,-1.00901724376921,-7.65074038566309,1.25773005916056e-05,0.0143754656919361,3.08883858308756,"IL1R1","5'UTR","2",102744380
"cg10419099","cg10419099","II","Both",-2.40532192955744,-0.296784468236088,-9.67204031336439,1.40598925525036e-06,0.00388661691733148,4.59154071329474,"CP","Body","3",148897964
"cg10426082","cg10426082","II","Both",0.919933603167962,-2.00498173356694,7.97486402296213,8.61049203330805e-06,0.0113518342523186,3.36399946280533,"TMEM72-AS1","Body","10",45444078
"cg10440302","cg10440302","II","Both",1.14452479407786,-1.35267687611874,7.43929983297915,1.62059220342827e-05,0.01675215348601,2.90141480789477,"EPHB2","Body","1",23178266
"cg10455314","cg10455314","II","Both",-1.40413228374714,0.0179635765757502,-7.65996395902218,1.24404219562645e-05,0.0143289248280178,3.09686975377403,"GOLPH3","Body","5",32139135
"cg10491127","cg10491127","II","Both",-0.9187558582146,0.0973151776126785,-6.29698412333265,6.99442035679225e-05,0.0454645092368937,1.77138423018572,"ATP10D","ExonBnd","4",47527649
"cg10586546","cg10586546","II","Both",1.05544177485455,-1.87669812683306,11.9095821783279,1.84885988522959e-07,0.00128810218517757,5.77833328017604,"BAT4","TSS1500","6",31634657
"cg10630015","cg10630015","II","Both",1.92665903444995,1.34056455657631,14.1437201573753,3.31610636902886e-08,0.000645843369110984,6.62187971774925,"IRF4","Body","6",403897
"cg10636246","cg10636246","II","Both",-0.771947199621086,-2.4195105310776,-6.54967554153735,4.99026119519472e-05,0.0359358353708618,2.03929170702007,"AIM2","TSS1500","1",159046973
"cg10646607","cg10646607","II","Both",1.63154314430268,-0.998686073932685,7.12044266699132,2.39848848588635e-05,0.0213008824189547,2.60642256226797,"KREMEN1","Body","22",29548325
"cg10668614","cg10668614","II","Both",1.72166951426271,-1.06150898904669,9.71972713061625,1.34123201262575e-06,0.00381906537983257,4.62143002817735,"CHID1","TSS200","11",915163
"cg10678937","cg10678937","II","Both",0.819088900230202,0.814807112562718,6.71507168865501,4.01878291699331e-05,0.0306121232929252,2.20896339940822,"GSTTP1","Body","22",24345907
"cg10689836","cg10689836","II","Both",1.33283230283022,2.05461647335969,9.4102081398375,1.82769428112123e-06,0.00449818041870924,4.42331220490479,"PFAS","Body","17",8170926
"cg10736330","cg10736330","II","Both",-1.39497078798811,-0.0639987083088048,-6.50129268287357,5.3200770621226e-05,0.0372771666211731,1.98881462413539,"GPR183","TSS1500","13",99960957
"cg10743104","cg10743104","II","Both",0.604880566635127,-2.89402189781434,6.89734658388536,3.17842002909904e-05,0.0262621359898703,2.39086484981878,"PDPN","TSS200","1",13910206
"cg10787197","cg10787197","II","Both",-1.35121305298516,-1.74710478640828,-10.8864245321008,4.47362267973117e-07,0.00201143718818369,5.28664061872123,"C6orf105","TSS1500","6",11779941
"cg10802371","cg10802371","II","Both",0.878393625658619,-1.03945600475572,6.63232319077862,4.47659361988411e-05,0.0331562756249847,2.12463065062893,"RNF13","TSS200","3",149530305
"cg10823980","cg10823980","II","Both",-1.40191578899117,-2.13478528112435,-6.62779690727557,4.50320211138836e-05,0.0332465712515678,2.11998576305557,"RAPGEF1","TSS1500","9",134585447
"cg10840851","cg10840851","II","Both",1.44592242257717,-2.26381290123239,11.4034388472526,2.83812676296845e-07,0.00160068302600085,5.54476420329461,"SLC15A3","Body","11",60712677
"cg10881887","cg10881887","II","Both",0.996991846682478,-1.68461017367311,6.60968195680909,4.61140742089476e-05,0.0337464449024457,2.10136282809554,"SELP","Body","1",169580242
"cg10894527","cg10894527","II","Both",1.82560122160881,-0.173037805501739,8.6625853734252,3.99704380996707e-06,0.00712105793061755,3.90217638094822,"ETV6","Body","12",11983411
"cg10922143","cg10922143","II","Both",0.593445192326142,0.639210071511477,6.48588333347803,5.42997535370203e-05,0.0378922959246915,1.97265740187728,"RHOU","Body","1",228875444
"cg10975863","cg10975863","II","Both",0.882118547358928,-1.30137456625166,6.84242885672873,3.40971345095196e-05,0.0275913754871169,2.33661400230375,"RAD51L1","Body","14",68830704
"cg10977731","cg10977731","II","Both",-0.83087594871913,-2.84408187984948,-6.40753560185737,6.02774966900908e-05,0.0411588195765736,1.88989944298387,"PTK2B","Body","8",27266693
"cg10984912","cg10984912","II","Both",0.702276696692836,0.0625474656134532,6.37672778906633,6.28183059022181e-05,0.0422006828227218,1.85707793950408,"RXRA","TSS200","9",137298356
"cg11006453","cg11006453","I","Red",-1.34033646138608,-1.03671790106865,-9.34016232548122,1.96251711660271e-06,0.00460757080256372,4.37710018140166,"EIF2C2","Body","8",141599185
"cg11015305","cg11015305","II","Both",-0.891261380633266,0.948884516783204,-8.22357860517423,6.48741806654045e-06,0.00961823704632752,3.56557434913953,"ACSL1","TSS200","4",185733477
"cg11073684","cg11073684","II","Both",1.30520575742451,0.938295952895631,8.41711002870712,5.2277824661285e-06,0.00838933775672114,3.71690958776925,"FCGR2C","Body","1",161565284
"cg11098259","cg11098259","II","Both",-1.20217623785055,-2.68911912700141,-9.29459139419257,2.0559999239025e-06,0.00474898298325837,4.34675554663581,"AQP9","TSS200","15",58430391
"cg11129609","cg11129609","II","Both",0.876377373823938,-0.493201319266081,6.79448388742081,3.62647414912413e-05,0.0289895336781598,2.28886167986424,"WDR46","Body","6",33247250
"cg11130987","cg11130987","II","Both",-1.76028037799315,0.207183258937149,-13.2388357613299,6.44530820969107e-08,0.000893678614565452,6.31321448296529,"EHD4","Body","15",42226096
"cg11165402","cg11165402","II","Both",1.1785471451342,-0.762268056092258,8.28179848878016,6.07706161525551e-06,0.00921714926495626,3.61159957981221,"TTYH3","Body","7",2677933
"cg11180972","cg11180972","II","Both",-1.59121648338023,-2.16894449761799,-10.2075963746881,8.36758953871797e-07,0.00285678841214664,4.91455152782701,"CHST11","Body","12",105066468
"cg11242025","cg11242025","II","Both",-0.712491959427475,-0.0349495437930224,-7.31787702963045,1.87888159727988e-05,0.0184432136739544,2.79086001802237,"LY86-AS1","Body","6",6380070
"cg11293814","cg11293814","II","Both",1.357896580853,-0.548904711485189,6.24987013517192,7.45580712246661e-05,0.0474327710997831,1.72025190355894,"C1orf127","Body","1",11035721
"cg11300897","cg11300897","II","Both",1.10076384122263,0.643764115703854,8.21446290402195,6.55433868343788e-06,0.00970067029371783,3.55832868064414,"HDAC9","Body","7",18498619
"cg11327657","cg11327657","I","Red",-1.00377115825808,-2.97114116950413,-6.78818544454217,3.65603349271244e-05,0.0291171807928623,2.28256143016839,"C21orf70","Body","21",46388162
"cg11362062","cg11362062","II","Both",0.978767485745848,0.625577282150808,8.15711695964201,6.99283031292553e-06,0.0100544462986896,3.51250104985307,"SLC23A3","TSS1500","2",220036240
"cg11380118","cg11380118","II","Both",1.06065539472241,-0.642213513979651,6.89367397823173,3.19334863986651e-05,0.0262621359898703,2.38725164366421,"CMTM6","Body","3",32538516
"cg11385441","cg11385441","II","Both",2.093754375666,0.0863325867626776,12.6015146603795,1.05519942863244e-07,0.00107792162524259,6.06997159109532,"GPR68","5'UTR","14",91705167
"cg11399955","cg11399955","II","Both",1.57834130324493,0.61300511140589,11.2234908930003,3.31840219732305e-07,0.00177729888486151,5.45725590002127,"SNX10","5'UTR","7",26375642
"cg11417426","cg11417426","I","Red",1.83312533747231,-1.99266323032282,12.4633652215927,1.17762630869479e-07,0.00110896422442366,6.01414066770363,"ACP5","5'UTR","19",11688638
"cg11419498","cg11419498","II","Both",1.8748767488359,0.566933355977986,10.4848317858041,6.45290367731647e-07,0.00242533516800304,5.07131612133466,"SNX29","Body","16",12090779
"cg11437613","cg11437613","II","Both",2.08333161658992,0.107376931526923,8.00231823758901,8.34288863725384e-06,0.011122571694247,3.38665052953552,"ZCCHC7","Body","9",37241407
"cg11444072","cg11444072","I","Red",-1.87326744254765,1.2544572801025,-9.87981879925472,1.14643920619763e-06,0.00358551790597594,4.72012918194314,"ASAP2","Body","2",9427798
"cg11487379","cg11487379","II","Both",-1.81693603330229,0.664302189239038,-8.12062264203129,7.28833252584046e-06,0.0103405269062231,3.48311469083246,"ASAP2","Body","2",9428037
"cg11549417","cg11549417","II","Both",-0.822791136757555,-3.20967526449358,-6.77426571205532,3.72228365570379e-05,0.0294332861725012,2.26861530394449,"RASA3","Body","13",114814643
"cg11566152","cg11566152","II","Both",-0.977460167799555,-0.0374296562572871,-6.74876496183867,3.84702602250474e-05,0.0299540175038702,2.24298603197889,"GTF2E1","Body","3",120499981
"cg11606195","cg11606195","II","Both",-1.3298302990288,0.369321007180161,-7.57702749956881,1.37314386335889e-05,0.0152422881937111,3.0242234463706,"GTF2H3","3'UTR","12",124145110
"cg11610763","cg11610763","II","Both",-0.675891963956179,0.52102455505415,-6.24737714517626,7.48111329627027e-05,0.047452851149759,1.71753583416667,"PRKCA","Body","17",64561356
"cg11645923","cg11645923","II","Both",-0.808707251345992,0.601637764121486,-7.4429706024434,1.61340600804771e-05,0.0167182027974416,2.90472345889164,"LL22NC01-81G9.3","Body","22",37363309
"cg11695852","cg11695852","II","Both",0.868503464278228,-2.30543126590141,9.99570048918596,1.02466547233902e-06,0.00328868494081327,4.79002162044356,"LOC101929294","Body","8",24225049
"cg11739399","cg11739399","II","Both",1.00844639407246,-1.8062749619656,7.47982612078577,1.54312988901194e-05,0.0163161415379146,2.93783490706769,"IKBKE","3'UTR","1",206669785
"cg11767757","cg11767757","I","Red",-1.61233185220843,-1.78511498965381,-13.8188586510639,4.19058167482308e-08,0.000739315765318745,6.51567829440785,"NCRNA00114","TSS200","21",40145404
"cg11784002","cg11784002","II","Both",0.600358825942515,1.87721135826915,6.73457439230055,3.91838286189362e-05,0.0303658638555094,2.2286789226712,"SF3A1","Body","22",30745171
"cg11791922","cg11791922","II","Both",-0.870221157064385,1.83423415584002,-7.99480447611077,8.41522231481375e-06,0.0111800103207532,3.38046130575547,"ARL15","Body","5",53359952
"cg11798406","cg11798406","II","Both",-1.2032227595524,1.36432983641209,-10.7369258294558,5.1203104069553e-07,0.00213000438871703,5.20805803091516,"NCRNA00114","Body","21",40145361
"cg11826104","cg11826104","II","Both",-0.742153837256791,0.232701433547057,-7.7405735331857,1.13103789564721e-05,0.013512089602428,3.16655124832734,"UBE3A","Body","15",25650611
"cg11900509","cg11900509","I","Red",2.53749140487689,2.27792894888993,12.3360589395654,1.30422847228332e-07,0.00115221459329424,5.96165970478188,"ANXA11","5'UTR","10",81946545
"cg11938718","cg11938718","II","Both",-0.764397795632512,-2.13734050695446,-6.34634372673759,6.54370551738239e-05,0.0435240736007423,1.82455256284845,"HPCAL1","5'UTR","2",10526453
"cg11941929","cg11941929","II","Both",1.48925342882756,0.572543102980487,10.9999676522113,4.04185259952425e-07,0.00197921900019515,5.34511295444515,"SLMO1","Body","18",12429120
"cg11944797","cg11944797","II","Both",-0.559688109448079,2.42237297051311,-6.40326690042281,6.06228682349928e-05,0.041361689451458,1.88536117103354,"STK24","Body","13",99135711
"cg11974152","cg11974152","II","Both",1.02997532552178,1.39654219225069,7.8740145593098,9.67601911869149e-06,0.0123023548599551,3.27992487793233,"LOC100288866","TSS1500","17",47651712
"cg11984673","cg11984673","II","Both",-1.44640175349414,-1.16564608138631,-7.99348690218547,8.42797606746617e-06,0.0111800103207532,3.37937522029108,"APBB1IP","5'UTR","10",26776625
"cg11994439","cg11994439","II","Both",1.8972970049267,0.207492708813622,11.085039215615,3.74807352077253e-07,0.00189186477028845,5.38825221820802,"CLEC16A","Body","16",11223545
"cg12030031","cg12030031","II","Both",1.550555967937,0.180829755240102,10.4606243773444,6.59945982221961e-07,0.00245527409305965,5.05789876878106,"LOC285780","Body","6",6614798
"cg12107278","cg12107278","II","Both",1.13917466656824,-0.714001453367825,7.42955491938339,1.63983764482473e-05,0.0168696968911331,2.89262171887453,"TAB2","Body","6",149565478
"cg12124018","cg12124018","II","Both",-0.746232605788557,1.00344305775468,-6.53778771503089,5.06921043653094e-05,0.0363772999159408,2.02692495153798,"CFB","Body","6",31916683
"cg12164351","cg12164351","II","Both",1.15717928357468,0.448601869813808,6.98294774592949,2.85090720965682e-05,0.024288235517817,2.47448420600217,"FOXN3","Body","14",89844701
"cg12183789","cg12183789","II","Both",1.16934662662179,1.57386548406043,9.89284102182922,1.13200206695185e-06,0.00355333375552326,4.72804763760061,"MAD1L1","Body","7",2026368
"cg12199968","cg12199968","II","Both",-1.25379440596113,-0.0993067338469277,-6.57824520148823,4.80587498430572e-05,0.0348717707095759,2.06891772398031,"MCTP2","Body","15",94913754
"cg12216213","cg12216213","II","Both",-0.645800247467447,1.55533073824448,-7.14158585395053,2.33606877041265e-05,0.0210060382398212,2.62645466295237,"RRN3P2","Body","16",29120129
"cg12240500","cg12240500","II","Both",2.00111520858934,0.2224860484057,9.79246887586066,1.24860162094046e-06,0.00371520545226376,4.66658827248449,"SDCCAG3","Body","9",139304016
"cg12325605","cg12325605","II","Both",0.98052038346616,-2.20145092808813,6.75059325948564,3.83793457503721e-05,0.0299534365264256,2.24482700119503,"ARHGEF3","Body","3",56810151
"cg12337605","cg12337605","II","Both",-0.83132011658904,1.84801221370917,-7.92513469850815,9.11913300604021e-06,0.0118044834991875,3.32271331015399,"TRIO","Body","5",14477173
"cg12370657","cg12370657","II","Both",0.63236247735206,1.64887904686782,7.23382281575612,2.08352074547145e-05,0.01965466523482,2.71305368465578,"ITGAD","Body","16",31426673
"cg12371372","cg12371372","II","Both",1.97267430990377,-1.2831084661266,6.91847623524624,3.09397714462059e-05,0.0258921773658736,2.41161167736289,"NXF1","Body","11",62569485
"cg12373229","cg12373229","II","Both",1.65683863937695,0.532069873102051,6.7740746242626,3.7232020616321e-05,0.0294332861725012,2.26842363901534,"PITHD1","Body","1",24111595
"cg12388887","cg12388887","II","Both",1.757294684752,-1.38880137392056,15.6411910619041,1.19673458164482e-08,0.000466150966301762,7.05311877549423,"ACP5","5'UTR","19",11688474
"cg12454663","cg12454663","II","Both",-1.48451834416455,0.287824964445384,-7.64723676936249,1.26297198556307e-05,0.01439220397942,3.08578476899598,"TCF7L2","Body","10",114805006
"cg12472022","cg12472022","II","Both",0.78697387185088,1.92598387136479,9.09699607087353,2.52103245297935e-06,0.00526345058945618,4.21258413692265,"DAGLA","5'UTR","11",61462803
"cg12497224","cg12497224","II","Both",1.00827006750773,-2.263097169174,7.72229732709166,1.1556506908838e-05,0.0136315375245304,3.15083218713865,"ARHGAP22","Body","10",49731965
"cg12497289","cg12497289","II","Both",1.25287793651641,2.01205069033235,7.32308255315173,1.86694141661665e-05,0.0184049010148654,2.79564409984765,"IKBKB","Body","8",42163695
"cg12508994","cg12508994","II","Both",1.116589413501,1.92706740149987,7.24746268969379,2.04874237493264e-05,0.0194856091926696,2.72575127405206,"SEL1L","TSS1500","14",82001197
"cg12551735","cg12551735","II","Both",0.862367847383444,2.0431076993424,6.19779880831384,8.00398687572078e-05,0.0497746917362403,1.66330216640511,"SPINT2","Body","19",38776435
"cg12581825","cg12581825","II","Both",-1.00812648903325,0.995583863912393,-8.97051626262438,2.87784246294664e-06,0.00574858758946951,4.12443822422938,"EPC2","Body","2",149534343
"cg12644561","cg12644561","II","Both",-1.14218541522798,-2.51820554057095,-9.97676919267344,1.04356001691469e-06,0.00333476464241521,4.77869111949816,"ZNRF1","Body","16",75098546
"cg12658929","cg12658929","II","Both",0.772836668424769,2.17827737305376,7.72285693270221,1.15488853940982e-05,0.0136315375245304,3.15131418403664,"CARKD","Body","13",111281384
