"","Term","Ont","N","DE","P.DE","FDR.DE"
"GO:2001166","regulation of histone H2B ubiquitination","BP",5,0,1,1
"GO:0060770","negative regulation of epithelial cell proliferation involved in prostate gland development","BP",5,0,1,1
"GO:0070317","negative regulation of G0 to G1 transition","BP",5,0,1,1
"GO:0006030","chitin metabolic process","BP",5,0,1,1
"GO:0006032","chitin catabolic process","BP",5,0,1,1
"GO:1900244","positive regulation of synaptic vesicle endocytosis","BP",5,0,1,1
"GO:0045794","negative regulation of cell volume","BP",5,0,1,1
"GO:1902949","positive regulation of tau-protein kinase activity","BP",5,0,1,1
"GO:0042998","positive regulation of Golgi to plasma membrane protein transport","BP",5,0,1,1
"GO:2001286","regulation of caveolin-mediated endocytosis","BP",5,0,1,1
"GO:0002002","regulation of angiotensin levels in blood","BP",5,0,1,1
"GO:0002003","angiotensin maturation","BP",5,0,1,1
"GO:2000110","negative regulation of macrophage apoptotic process","BP",5,0,1,1
"GO:0021553","olfactory nerve development","BP",5,0,1,1
"GO:1990834","response to odorant","BP",5,0,1,1
"GO:0046532","regulation of photoreceptor cell differentiation","BP",5,0,1,1
"GO:0001957","intramembranous ossification","BP",5,0,1,1
"GO:0036072","direct ossification","BP",5,0,1,1
"GO:0044691","tooth eruption","BP",5,0,1,1
"GO:0061304","retinal blood vessel morphogenesis","BP",5,0,1,1
"GO:1905563","negative regulation of vascular endothelial cell proliferation","BP",5,0,1,1
"GO:0019614","catechol-containing compound catabolic process","BP",5,0,1,1
"GO:0042420","dopamine catabolic process","BP",5,0,1,1
"GO:0042424","catecholamine catabolic process","BP",5,0,1,1
"GO:0097250","mitochondrial respirasome assembly","BP",5,0,1,1
"GO:0030070","insulin processing","BP",5,0,1,1
"GO:0002317","plasma cell differentiation","BP",5,0,1,1
"GO:0002924","negative regulation of humoral immune response mediated by circulating immunoglobulin","BP",5,0,1,1
"GO:0045578","negative regulation of B cell differentiation","BP",5,0,1,1
"GO:0016115","terpenoid catabolic process","BP",5,0,1,1
"GO:0120040","regulation of macrophage proliferation","BP",5,0,1,1
"GO:0042997","negative regulation of Golgi to plasma membrane protein transport","BP",5,0,1,1
"GO:0015729","oxaloacetate transport","BP",5,0,1,1
"GO:0010713","negative regulation of collagen metabolic process","BP",5,0,1,1
"GO:0048386","positive regulation of retinoic acid receptor signaling pathway","BP",5,0,1,1
"GO:0048790","maintenance of presynaptic active zone structure","BP",5,0,1,1
"GO:0060452","positive regulation of cardiac muscle contraction","BP",5,0,1,1
"GO:0003339","regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis","BP",5,0,1,1
"GO:0021781","glial cell fate commitment","BP",5,0,1,1
"GO:0044339","canonical Wnt signaling pathway involved in osteoblast differentiation","BP",5,0,1,1
"GO:0044340","canonical Wnt signaling pathway involved in regulation of cell proliferation","BP",5,0,1,1
"GO:0045743","positive regulation of fibroblast growth factor receptor signaling pathway","BP",5,0,1,1
"GO:0061197","fungiform papilla morphogenesis","BP",5,0,1,1
"GO:1904796","regulation of core promoter binding","BP",5,0,1,1
"GO:0010815","bradykinin catabolic process","BP",5,0,1,1
"GO:0090634","microglial cell mediated cytotoxicity","BP",5,0,1,1
"GO:0110088","hippocampal neuron apoptotic process","BP",5,0,1,1
"GO:0110089","regulation of hippocampal neuron apoptotic process","BP",5,0,1,1
"GO:1904149","regulation of microglial cell mediated cytotoxicity","BP",5,0,1,1
"GO:0034137","positive regulation of toll-like receptor 2 signaling pathway","BP",5,0,1,1
"GO:0016098","monoterpenoid metabolic process","BP",5,0,1,1
"GO:0006710","androgen catabolic process","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0010957","negative regulation of vitamin D biosynthetic process","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0070564","positive regulation of vitamin D receptor signaling pathway","BP",5,0,1,1
"GO:2000298","regulation of Rho-dependent protein serine/threonine kinase activity","BP",5,0,1,1
"GO:2000370","positive regulation of clathrin-dependent endocytosis","BP",5,0,1,1
"GO:2000833","positive regulation of steroid hormone secretion","BP",5,0,1,1
"GO:0014870","response to muscle inactivity","BP",5,0,1,1
"GO:0099545","trans-synaptic signaling by trans-synaptic complex","BP",5,0,1,1
"GO:0031033","myosin filament organization","BP",5,0,1,1
"GO:1903935","response to sodium arsenite","BP",5,0,1,1
"GO:1903936","cellular response to sodium arsenite","BP",5,0,1,1
"GO:0060978","angiogenesis involved in coronary vascular morphogenesis","BP",5,0,1,1
"GO:1904396","regulation of neuromuscular junction development","BP",5,0,1,1
"GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein","BP",5,0,1,1
"GO:1903026","negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",5,0,1,1
"GO:0034157","positive regulation of toll-like receptor 7 signaling pathway","BP",5,0,1,1
"GO:0034158","toll-like receptor 8 signaling pathway","BP",5,0,1,1
"GO:0036493","positive regulation of translation in response to endoplasmic reticulum stress","BP",5,0,1,1
"GO:0046833","positive regulation of RNA export from nucleus","BP",5,0,1,1
"GO:2000371","regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP",5,0,1,1
"GO:2000373","positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP",5,0,1,1
"GO:0072718","response to cisplatin","BP",5,0,1,1
"GO:0090666","scaRNA localization to Cajal body","BP",5,0,1,1
"GO:0061732","mitochondrial acetyl-CoA biosynthetic process from pyruvate","BP",5,0,1,1
"GO:0098953","receptor diffusion trapping","BP",5,0,1,1
"GO:0098970","postsynaptic neurotransmitter receptor diffusion trapping","BP",5,0,1,1
"GO:0099628","neurotransmitter receptor diffusion trapping","BP",5,0,1,1
"GO:0021892","cerebral cortex GABAergic interneuron differentiation","BP",5,0,1,1
"GO:1905064","negative regulation of vascular associated smooth muscle cell differentiation","BP",5,0,1,1
"GO:0031580","membrane raft distribution","BP",5,0,1,1
"GO:0019348","dolichol metabolic process","BP",5,0,1,1
"GO:0046079","dUMP catabolic process","BP",5,0,1,1
"GO:0046104","thymidine metabolic process","BP",5,0,1,1
"GO:0046125","pyrimidine deoxyribonucleoside metabolic process","BP",5,0,1,1
"GO:0048149","behavioral response to ethanol","BP",5,0,1,1
"GO:0051583","dopamine uptake involved in synaptic transmission","BP",5,0,1,1
"GO:0051934","catecholamine uptake involved in synaptic transmission","BP",5,0,1,1
"GO:0086073","bundle of His cell-Purkinje myocyte adhesion involved in cell communication","BP",5,0,1,1
"GO:0003164","His-Purkinje system development","BP",5,0,1,1
"GO:0090027","negative regulation of monocyte chemotaxis","BP",5,0,1,1
"GO:1901490","regulation of lymphangiogenesis","BP",5,0,1,1
"GO:0099547","regulation of translation at synapse, modulating synaptic transmission","BP",5,0,1,1
"GO:0140243","regulation of translation at synapse","BP",5,0,1,1
"GO:0002191","cap-dependent translational initiation","BP",5,0,1,1
"GO:1905870","positive regulation of 3'-UTR-mediated mRNA stabilization","BP",5,0,1,1
"GO:0090296","regulation of mitochondrial DNA replication","BP",5,0,1,1
"GO:1901642","nucleoside transmembrane transport","BP",5,0,1,1
"GO:0090315","negative regulation of protein targeting to membrane","BP",5,0,1,1
"GO:0048170","positive regulation of long-term neuronal synaptic plasticity","BP",5,0,1,1
"GO:1904783","positive regulation of NMDA glutamate receptor activity","BP",5,0,1,1
"GO:0036018","cellular response to erythropoietin","BP",5,0,1,1
"GO:0006362","transcription elongation from RNA polymerase I promoter","BP",5,0,1,1
"GO:0001547","antral ovarian follicle growth","BP",5,0,1,1
"GO:0048254","snoRNA localization","BP",5,0,1,1
"GO:0010668","ectodermal cell differentiation","BP",5,0,1,1
"GO:2000380","regulation of mesoderm development","BP",5,0,1,1
"GO:0003415","chondrocyte hypertrophy","BP",5,0,1,1
"GO:0071847","TNFSF11-mediated signaling pathway","BP",5,0,1,1
"GO:0097241","hematopoietic stem cell migration to bone marrow","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0098532","histone H3-K27 trimethylation","BP",5,0,1,1
"GO:0002248","connective tissue replacement involved in inflammatory response wound healing","BP",5,0,1,1
"GO:0060136","embryonic process involved in female pregnancy","BP",5,0,1,1
"GO:0006572","tyrosine catabolic process","BP",5,0,1,1
"GO:0032960","regulation of inositol trisphosphate biosynthetic process","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0035754","B cell chemotaxis","BP",5,0,1,1
"GO:0050859","negative regulation of B cell receptor signaling pathway","BP",5,0,1,1
"GO:0045338","farnesyl diphosphate metabolic process","BP",5,0,1,1
"GO:0060638","mesenchymal-epithelial cell signaling","BP",5,0,1,1
"GO:1905150","regulation of voltage-gated sodium channel activity","BP",5,0,1,1
"GO:0030916","otic vesicle formation","BP",5,0,1,1
"GO:0071863","regulation of cell proliferation in bone marrow","BP",5,0,1,1
"GO:0015961","diadenosine polyphosphate catabolic process","BP",5,0,1,1
"GO:0019227","neuronal action potential propagation","BP",5,0,1,1
"GO:0098870","action potential propagation","BP",5,0,1,1
"GO:1901534","positive regulation of hematopoietic progenitor cell differentiation","BP",5,0,1,1
"GO:0098914","membrane repolarization during atrial cardiac muscle cell action potential","BP",5,0,1,1
"GO:1901166","neural crest cell migration involved in autonomic nervous system development","BP",5,0,1,1
"GO:1904688","regulation of cytoplasmic translational initiation","BP",5,0,1,1
"GO:0090674","endothelial cell-matrix adhesion via fibronectin","BP",5,0,1,1
"GO:1904904","regulation of endothelial cell-matrix adhesion via fibronectin","BP",5,0,1,1
"GO:1904906","positive regulation of endothelial cell-matrix adhesion via fibronectin","BP",5,0,1,1
"GO:0016191","synaptic vesicle uncoating","BP",5,0,1,1
"GO:0019388","galactose catabolic process","BP",5,0,1,1
"GO:0006011","UDP-glucose metabolic process","BP",5,0,1,1
"GO:0045650","negative regulation of macrophage differentiation","BP",5,0,1,1
"GO:1903589","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",5,0,1,1
"GO:0006678","glucosylceramide metabolic process","BP",5,0,1,1
"GO:0045760","positive regulation of action potential","BP",5,0,1,1
"GO:2000194","regulation of female gonad development","BP",5,0,1,1
"GO:0070777","D-aspartate transport","BP",5,0,1,1
"GO:0070779","D-aspartate import across plasma membrane","BP",5,0,1,1
"GO:0072716","response to actinomycin D","BP",5,0,1,1
"GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","BP",5,0,1,1
"GO:1901748","leukotriene D4 metabolic process","BP",5,0,1,1
"GO:1901750","leukotriene D4 biosynthetic process","BP",5,0,1,1
"GO:0007341","penetration of zona pellucida","BP",5,0,1,1
"GO:0019563","glycerol catabolic process","BP",5,0,1,1
"GO:1904016","response to Thyroglobulin triiodothyronine","BP",5,0,1,1
"GO:1904386","response to L-phenylalanine derivative","BP",5,0,1,1
"GO:0009438","methylglyoxal metabolic process","BP",5,0,1,1
"GO:0007191","adenylate cyclase-activating dopamine receptor signaling pathway","BP",5,0,1,1
"GO:0010694","positive regulation of alkaline phosphatase activity","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0060264","regulation of respiratory burst involved in inflammatory response","BP",5,2,0.000545500023772125,0.0841277929518854
"GO:0098976","excitatory chemical synaptic transmission","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0000960","regulation of mitochondrial RNA catabolic process","BP",5,0,1,1
"GO:0051410","detoxification of nitrogen compound","BP",5,0,1,1
"GO:0070458","cellular detoxification of nitrogen compound","BP",5,0,1,1
"GO:1905774","regulation of DNA helicase activity","BP",5,0,1,1
"GO:0007168","receptor guanylyl cyclase signaling pathway","BP",5,0,1,1
"GO:0000965","mitochondrial RNA 3'-end processing","BP",5,0,1,1
"GO:0015942","formate metabolic process","BP",5,0,1,1
"GO:0042297","vocal learning","BP",5,0,1,1
"GO:0098596","imitative learning","BP",5,0,1,1
"GO:0060179","male mating behavior","BP",5,0,1,1
"GO:0035509","negative regulation of myosin-light-chain-phosphatase activity","BP",5,0,1,1
"GO:1903939","regulation of TORC2 signaling","BP",5,0,1,1
"GO:0002583","regulation of antigen processing and presentation of peptide antigen","BP",5,0,1,1
"GO:0021826","substrate-independent telencephalic tangential migration","BP",5,0,1,1
"GO:0021830","interneuron migration from the subpallium to the cortex","BP",5,0,1,1
"GO:0021843","substrate-independent telencephalic tangential interneuron migration","BP",5,0,1,1
"GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","BP",5,0,1,1
"GO:0042270","protection from natural killer cell mediated cytotoxicity","BP",5,0,1,1
"GO:0021520","spinal cord motor neuron cell fate specification","BP",5,0,1,1
"GO:0034165","positive regulation of toll-like receptor 9 signaling pathway","BP",5,0,1,1
"GO:0051106","positive regulation of DNA ligation","BP",5,0,1,1
"GO:2000143","negative regulation of DNA-templated transcription, initiation","BP",5,0,1,1
"GO:2000623","negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",5,0,1,1
"GO:0019919","peptidyl-arginine methylation, to asymmetrical-dimethyl arginine","BP",5,0,1,1
"GO:0045607","regulation of inner ear auditory receptor cell differentiation","BP",5,0,1,1
"GO:0045631","regulation of mechanoreceptor differentiation","BP",5,0,1,1
"GO:2000980","regulation of inner ear receptor cell differentiation","BP",5,0,1,1
"GO:0010286","heat acclimation","BP",5,0,1,1
"GO:0070370","cellular heat acclimation","BP",5,0,1,1
"GO:0070426","positive regulation of nucleotide-binding oligomerization domain containing signaling pathway","BP",5,0,1,1
"GO:0070434","positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","BP",5,0,1,1
"GO:0007008","outer mitochondrial membrane organization","BP",5,0,1,1
"GO:0045040","protein insertion into mitochondrial outer membrane","BP",5,0,1,1
"GO:1903895","negative regulation of IRE1-mediated unfolded protein response","BP",5,0,1,1
"GO:0051097","negative regulation of helicase activity","BP",5,0,1,1
"GO:1903943","regulation of hepatocyte apoptotic process","BP",5,1,0.0368084079746139,0.955204731466213
"GO:1903944","negative regulation of hepatocyte apoptotic process","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0090154","positive regulation of sphingolipid biosynthetic process","BP",5,0,1,1
"GO:2000304","positive regulation of ceramide biosynthetic process","BP",5,0,1,1
"GO:0003160","endocardium morphogenesis","BP",5,0,1,1
"GO:0035744","T-helper 1 cell cytokine production","BP",5,0,1,1
"GO:2000554","regulation of T-helper 1 cell cytokine production","BP",5,0,1,1
"GO:2000556","positive regulation of T-helper 1 cell cytokine production","BP",5,0,1,1
"GO:2000659","regulation of interleukin-1-mediated signaling pathway","BP",5,0,1,1
"GO:0038110","interleukin-2-mediated signaling pathway","BP",5,0,1,1
"GO:0071352","cellular response to interleukin-2","BP",5,0,1,1
"GO:0070086","ubiquitin-dependent endocytosis","BP",5,0,1,1
"GO:2000321","positive regulation of T-helper 17 cell differentiation","BP",5,0,1,1
"GO:0032730","positive regulation of interleukin-1 alpha production","BP",5,0,1,1
"GO:0051142","positive regulation of NK T cell proliferation","BP",5,0,1,1
"GO:0000738","DNA catabolic process, exonucleolytic","BP",5,0,1,1
"GO:0060931","sinoatrial node cell development","BP",5,0,1,1
"GO:0071107","response to parathyroid hormone","BP",5,0,1,1
"GO:1902565","positive regulation of neutrophil activation","BP",5,0,1,1
"GO:2000671","regulation of motor neuron apoptotic process","BP",5,0,1,1
"GO:0009750","response to fructose","BP",5,0,1,1
"GO:0035617","stress granule disassembly","BP",5,0,1,1
"GO:0014831","gastro-intestinal system smooth muscle contraction","BP",5,0,1,1
"GO:0035022","positive regulation of Rac protein signal transduction","BP",5,0,1,1
"GO:0007386","compartment pattern specification","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0072257","metanephric nephron tubule epithelial cell differentiation","BP",5,0,1,1
"GO:0072307","regulation of metanephric nephron tubule epithelial cell differentiation","BP",5,0,1,1
"GO:0051103","DNA ligation involved in DNA repair","BP",5,0,1,1
"GO:0002568","somatic diversification of T cell receptor genes","BP",5,0,1,1
"GO:0002681","somatic recombination of T cell receptor gene segments","BP",5,0,1,1
"GO:0006297","nucleotide-excision repair, DNA gap filling","BP",5,0,1,1
"GO:0033153","T cell receptor V(D)J recombination","BP",5,0,1,1
"GO:0061303","cornea development in camera-type eye","BP",5,0,1,1
"GO:1903215","negative regulation of protein targeting to mitochondrion","BP",5,0,1,1
"GO:0060392","negative regulation of SMAD protein signal transduction","BP",5,0,1,1
"GO:0060369","positive regulation of Fc receptor mediated stimulatory signaling pathway","BP",5,0,1,1
"GO:0038107","nodal signaling pathway involved in determination of left/right asymmetry","BP",5,0,1,1
"GO:1900164","nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry","BP",5,0,1,1
"GO:0035977","protein deglycosylation involved in glycoprotein catabolic process","BP",5,0,1,1
"GO:0097466","ubiquitin-dependent glycoprotein ERAD pathway","BP",5,0,1,1
"GO:1904382","mannose trimming involved in glycoprotein ERAD pathway","BP",5,0,1,1
"GO:1902816","regulation of protein localization to microtubule","BP",5,0,1,1
"GO:1902817","negative regulation of protein localization to microtubule","BP",5,0,1,1
"GO:1901608","regulation of vesicle transport along microtubule","BP",5,0,1,1
"GO:1904428","negative regulation of tubulin deacetylation","BP",5,0,1,1
"GO:1902177","positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP",5,1,0.0368084079746139,0.955204731466213
"GO:1902292","cell cycle DNA replication initiation","BP",5,0,1,1
"GO:1902315","nuclear cell cycle DNA replication initiation","BP",5,0,1,1
"GO:1902975","mitotic DNA replication initiation","BP",5,0,1,1
"GO:1902031","regulation of NADP metabolic process","BP",5,0,1,1
"GO:0003211","cardiac ventricle formation","BP",5,0,1,1
"GO:0007512","adult heart development","BP",5,0,1,1
"GO:1902035","positive regulation of hematopoietic stem cell proliferation","BP",5,0,1,1
"GO:0045341","MHC class I biosynthetic process","BP",5,0,1,1
"GO:0045343","regulation of MHC class I biosynthetic process","BP",5,0,1,1
"GO:0016321","female meiosis chromosome segregation","BP",5,0,1,1
"GO:0048298","positive regulation of isotype switching to IgA isotypes","BP",5,0,1,1
"GO:0034775","glutathione transmembrane transport","BP",5,0,1,1
"GO:0043570","maintenance of DNA repeat elements","BP",5,0,1,1
"GO:0051026","chiasma assembly","BP",5,0,1,1
"GO:0097212","lysosomal membrane organization","BP",5,0,1,1
"GO:0019509","L-methionine salvage from methylthioadenosine","BP",5,0,1,1
"GO:0070842","aggresome assembly","BP",5,0,1,1
"GO:0071462","cellular response to water stimulus","BP",5,0,1,1
"GO:1903842","response to arsenite ion","BP",5,0,1,1
"GO:1903843","cellular response to arsenite ion","BP",5,0,1,1
"GO:1900748","positive regulation of vascular endothelial growth factor signaling pathway","BP",5,0,1,1
"GO:0050957","equilibrioception","BP",5,0,1,1
"GO:1903912","negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation","BP",5,0,1,1
"GO:0007356","thorax and anterior abdomen determination","BP",5,0,1,1
"GO:0061535","glutamate secretion, neurotransmission","BP",5,0,1,1
"GO:0070427","nucleotide-binding oligomerization domain containing 1 signaling pathway","BP",5,1,0.0368084079746139,0.955204731466213
"GO:1903588","negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",5,0,1,1
"GO:0006204","IMP catabolic process","BP",5,0,1,1
"GO:0046415","urate metabolic process","BP",5,0,1,1
"GO:0060746","parental behavior","BP",5,0,1,1
"GO:0051029","rRNA transport","BP",5,0,1,1
"GO:0015691","cadmium ion transport","BP",5,0,1,1
"GO:0070574","cadmium ion transmembrane transport","BP",5,0,1,1
"GO:0051031","tRNA transport","BP",5,0,1,1
"GO:0009137","purine nucleoside diphosphate catabolic process","BP",5,0,1,1
"GO:0009181","purine ribonucleoside diphosphate catabolic process","BP",5,0,1,1
"GO:1902267","regulation of polyamine transmembrane transport","BP",5,0,1,1
"GO:0009446","putrescine biosynthetic process","BP",5,0,1,1
"GO:0061355","Wnt protein secretion","BP",5,0,1,1
"GO:0032914","positive regulation of transforming growth factor beta1 production","BP",5,0,1,1
"GO:0021540","corpus callosum morphogenesis","BP",5,0,1,1
"GO:2001270","regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis","BP",5,0,1,1
"GO:0061669","spontaneous neurotransmitter secretion","BP",5,0,1,1
"GO:0061734","parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization","BP",5,0,1,1
"GO:0010754","negative regulation of cGMP-mediated signaling","BP",5,0,1,1
"GO:0061091","regulation of phospholipid translocation","BP",5,0,1,1
"GO:0061087","positive regulation of histone H3-K27 methylation","BP",5,0,1,1
"GO:0005981","regulation of glycogen catabolic process","BP",5,0,1,1
"GO:0071910","determination of liver left/right asymmetry","BP",5,0,1,1
"GO:0032237","activation of store-operated calcium channel activity","BP",5,0,1,1
"GO:1901341","positive regulation of store-operated calcium channel activity","BP",5,0,1,1
"GO:0032532","regulation of microvillus length","BP",5,0,1,1
"GO:0060666","dichotomous subdivision of terminal units involved in salivary gland branching","BP",5,0,1,1
"GO:1902744","negative regulation of lamellipodium organization","BP",5,0,1,1
"GO:0070987","error-free translesion synthesis","BP",5,0,1,1
"GO:0071494","cellular response to UV-C","BP",5,0,1,1
"GO:0090259","regulation of retinal ganglion cell axon guidance","BP",5,0,1,1
"GO:0060331","negative regulation of response to interferon-gamma","BP",5,0,1,1
"GO:0060336","negative regulation of interferon-gamma-mediated signaling pathway","BP",5,0,1,1
"GO:0002154","thyroid hormone mediated signaling pathway","BP",5,0,1,1
"GO:0060332","positive regulation of response to interferon-gamma","BP",5,0,1,1
"GO:0060335","positive regulation of interferon-gamma-mediated signaling pathway","BP",5,0,1,1
"GO:2000002","negative regulation of DNA damage checkpoint","BP",5,0,1,1
"GO:1903932","regulation of DNA primase activity","BP",5,0,1,1
"GO:1903934","positive regulation of DNA primase activity","BP",5,0,1,1
"GO:0046476","glycosylceramide biosynthetic process","BP",5,0,1,1
"GO:1900060","negative regulation of ceramide biosynthetic process","BP",5,0,1,1
"GO:0006063","uronic acid metabolic process","BP",5,0,1,1
"GO:0019585","glucuronate metabolic process","BP",5,0,1,1
"GO:0006015","5-phosphoribose 1-diphosphate biosynthetic process","BP",5,0,1,1
"GO:0046391","5-phosphoribose 1-diphosphate metabolic process","BP",5,0,1,1
"GO:0021800","cerebral cortex tangential migration","BP",5,0,1,1
"GO:0006564","L-serine biosynthetic process","BP",5,0,1,1
"GO:0061002","negative regulation of dendritic spine morphogenesis","BP",5,0,1,1
"GO:0090071","negative regulation of ribosome biogenesis","BP",5,0,1,1
"GO:0030047","actin modification","BP",5,0,1,1
"GO:0032687","negative regulation of interferon-alpha production","BP",5,0,1,1
"GO:0002857","positive regulation of natural killer cell mediated immune response to tumor cell","BP",5,0,1,1
"GO:0032484","Ral protein signal transduction","BP",5,0,1,1
"GO:0060478","acrosomal vesicle exocytosis","BP",5,0,1,1
"GO:0010792","DNA double-strand break processing involved in repair via single-strand annealing","BP",5,0,1,1
"GO:0070292","N-acylphosphatidylethanolamine metabolic process","BP",5,0,1,1
"GO:0034721","histone H3-K4 demethylation, trimethyl-H3-K4-specific","BP",5,0,1,1
"GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","BP",5,0,1,1
"GO:0021889","olfactory bulb interneuron differentiation","BP",5,0,1,1
"GO:0009052","pentose-phosphate shunt, non-oxidative branch","BP",5,0,1,1
"GO:1902162","regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP",5,0,1,1
"GO:0061643","chemorepulsion of axon","BP",5,0,1,1
"GO:0002278","eosinophil activation involved in immune response","BP",5,0,1,1
"GO:0043308","eosinophil degranulation","BP",5,0,1,1
"GO:0006105","succinate metabolic process","BP",5,0,1,1
"GO:0021636","trigeminal nerve morphogenesis","BP",5,0,1,1
"GO:0021637","trigeminal nerve structural organization","BP",5,0,1,1
"GO:2000172","regulation of branching morphogenesis of a nerve","BP",5,0,1,1
"GO:1990743","protein sialylation","BP",5,0,1,1
"GO:0010706","ganglioside biosynthetic process via lactosylceramide","BP",5,0,1,1
"GO:0061551","trigeminal ganglion development","BP",5,0,1,1
"GO:0072172","mesonephric tubule formation","BP",5,0,1,1
"GO:0098704","carbohydrate import across plasma membrane","BP",5,0,1,1
"GO:0140271","hexose import across plasma membrane","BP",5,0,1,1
"GO:0098713","leucine import across plasma membrane","BP",5,0,1,1
"GO:1903801","L-leucine import across plasma membrane","BP",5,0,1,1
"GO:0070170","regulation of tooth mineralization","BP",5,0,1,1
"GO:0015734","taurine transport","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0042918","alkanesulfonate transport","BP",5,1,0.0368084079746139,0.955204731466213
"GO:0015822","ornithine transport","BP",5,0,1,1
"GO:0089709","L-histidine transmembrane transport","BP",5,0,1,1
"GO:0140205","oligopeptide import across plasma membrane","BP",5,0,1,1
"GO:0140206","dipeptide import across plasma membrane","BP",5,0,1,1
"GO:0070327","thyroid hormone transport","BP",5,0,1,1
"GO:0045053","protein retention in Golgi apparatus","BP",5,0,1,1
"GO:0045900","negative regulation of translational elongation","BP",5,0,1,1
"GO:0062176","R-loop disassembly","BP",5,0,1,1
"GO:0007056","spindle assembly involved in female meiosis","BP",5,0,1,1
"GO:0010793","regulation of mRNA export from nucleus","BP",5,0,1,1
"GO:1905603","regulation of blood-brain barrier permeability","BP",5,0,1,1
"GO:0098528","skeletal muscle fiber differentiation","BP",5,0,1,1
"GO:0007023","post-chaperonin tubulin folding pathway","BP",5,0,1,1
"GO:0010936","negative regulation of macrophage cytokine production","BP",5,0,1,1
"GO:0030579","ubiquitin-dependent SMAD protein catabolic process","BP",5,0,1,1
"GO:0071947","protein deubiquitination involved in ubiquitin-dependent protein catabolic process","BP",5,0,1,1
"GO:0006113","fermentation","BP",5,0,1,1
"GO:0043465","regulation of fermentation","BP",5,0,1,1
"GO:1901525","negative regulation of mitophagy","BP",5,0,1,1
"GO:0090186","regulation of pancreatic juice secretion","BP",5,0,1,1
"GO:0071557","histone H3-K27 demethylation","BP",5,0,1,1
"GO:0042726","flavin-containing compound metabolic process","BP",5,0,1,1
"GO:2000152","regulation of ubiquitin-specific protease activity","BP",5,0,1,1
"GO:1901727","positive regulation of histone deacetylase activity","BP",5,0,1,1
"GO:0061038","uterus morphogenesis","BP",5,0,1,1
"GO:0040009","regulation of growth rate","BP",5,0,1,1
"GO:1990166","protein localization to site of double-strand break","BP",5,0,1,1
"GO:2000344","positive regulation of acrosome reaction","BP",5,0,1,1
"GO:1901535","regulation of DNA demethylation","BP",5,0,1,1
"GO:0000393","spliceosomal conformational changes to generate catalytic conformation","BP",5,0,1,1
"GO:0034627","'de novo' NAD biosynthetic process","BP",5,0,1,1
"GO:0000472","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",5,0,1,1
"GO:0000967","rRNA 5'-end processing","BP",5,0,1,1
"GO:0075525","viral translational termination-reinitiation","BP",5,0,1,1
"GO:0034499","late endosome to Golgi transport","BP",5,0,1,1
"GO:2000407","regulation of T cell extravasation","BP",5,0,1,1
"GO:0060304","regulation of phosphatidylinositol dephosphorylation","BP",5,0,1,1
"GO:0035513","oxidative RNA demethylation","BP",5,0,1,1
"GO:0042023","DNA endoreduplication","BP",5,0,1,1
"GO:0044571","[2Fe-2S] cluster assembly","BP",5,0,1,1
"GO:0070940","dephosphorylation of RNA polymerase II C-terminal domain","BP",5,0,1,1
"GO:0009838","abscission","BP",5,0,1,1
"GO:0032466","negative regulation of cytokinesis","BP",5,0,1,1
"GO:0061817","endoplasmic reticulum-plasma membrane tethering","BP",5,0,1,1
"GO:1905749","regulation of endosome to plasma membrane protein transport","BP",5,0,1,1
"GO:1903724","positive regulation of centriole elongation","BP",5,0,1,1
"GO:0034093","positive regulation of maintenance of sister chromatid cohesion","BP",5,0,1,1
"GO:0034184","positive regulation of maintenance of mitotic sister chromatid cohesion","BP",5,0,1,1
